Name 1,Name 1 Position,Name 2,Name 2 Position,Weight,Relation Type,Relation Type (Specific),Date Precise,Date General,Papyri No.,Location
Phoibammon 154,,Maria 33,Commoner,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Anastasia 4,Craftsman,Phoibammon 153,Craftsman,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Phoibammon 153,Craftsman,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Maria 33,Commoner,Phoibammon 153,Craftsman,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Phoibammon 154,,Phoibammon 153,Craftsman,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Anastasia 4,Craftsman,Phoibammon 154,,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Phoibammon 154,,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Maria 33,Commoner,Phoibammon 154,,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Phoibammon 153,Craftsman,Phoibammon 154,,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Anastasia 4,Craftsman,Psates 20,,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Psates 20,,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Maria 33,Commoner,Psates 20,,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Phoibammon 153,Craftsman,Psates 20,,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Phoibammon 154,,Psates 20,,1.5,Legal Participant,Legal Participant,567?,567.0,P.Lond. 5.1708,Aphrodito
Menas 13,,Anonymous 145,,,Legal Participant,Legal Participant,568-570/573,568,P.Lond. 5.1677,Antinoopolis
Menas 13,,Apollos 154,Aristocrat/Government Officials,,Legal Participant,Legal Participant,568-570/573,568,P.Lond. 5.1677,Antinoopolis
Dioskoros 3,Aristocrat/Government Officials,Dorotheos 12,,,Legal Participant,Legal Participant,568-570/573,568,P.Lond. 5.1677,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Kuros 26,Farm worker,,Legal Participant,Legal Participant,568-570/573,568,P.Lond. 5.1677,Aphrodito
Menas 13,,Kuros 26,Farm worker,,Legal Participant,Legal Participant,568-570/573,568,P.Lond. 5.1677,Constantinople
Dioskoros 3,Aristocrat/Government Officials,Menas 13,,,Legal Participant,Legal Participant,568-570/573,568,P.Lond. 5.1677,Aphrodito
Anonymous 150,,Anasta 1,,,Lease,Lease,569/570,569.5,P.Ross.Georg. 5.32,Aphrodito
Gennadios 4,,Anasta 1,,,Lease,Lease,569/570,569.5,P.Ross.Georg. 5.32,Aphrodito
Anasta 1,,Gennadios 4,,,Lease,Lease,569/570,569.5,P.Ross.Georg. 5.32,Aphrodito
Anonymous 150,,Gennadios 4,,,Lease,Lease,569/570,569.5,P.Ross.Georg. 5.32,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,ADD Anonymous (P.Cair.Masp. 3.67311),,144,Legal,Legal,569/570?,569.5,P.Cair.Masp. 3.67311,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,L[ 1,,144,Legal,Legal,569/570?,569.5,P.Cair.Masp. 3.67311,Aphrodito
L[ 1,,ADD Anonymous (P.Cair.Masp. 3.67311),,144,Legal Participant,Legal Participant,569/570?,569.5,P.Cair.Masp. 3.67311,Aphrodito
ADD Anonymous (P.Cair.Masp. 3.67311),,L[ 1,,144,Legal Participant,Legal Participant,569/570?,569.5,P.Cair.Masp. 3.67311,Aphrodito
Antoninos 1,,Anatolios 1,,87.6,Legal,Legal,570?,570.0,P.Lond. 5.1716,Antinoopolis
Dioskoros 3,Aristocrat/Government Officials,Anatolios 1,,87.6,Legal,Legal,570?,570.0,P.Lond. 5.1716,Antinoopolis
Petros 26,,Anatolios 1,,87.6,Legal,Legal,570?,570.0,P.Lond. 5.1716,Antinoopolis
Apollos 2,Aristocrat/Government Officials,Enoch 32,Farm worker,,Legal Participant,Legal Participant,573/574 or 589/590,573,SB 20.14626,Constantinople
Apollos 2,Aristocrat/Government Officials,Ko(n)stantinos 17,Aristocrat/Government Officials,,Legal Participant,Legal Participant,573/574 or 589/590,573,SB 20.14626,Constantinople
Apollos 2,Aristocrat/Government Officials,Neilos 1,,,Legal Participant,Legal Participant,573/574 or 589/590,573,SB 20.14626,Constantinople
Kollouthos 61,,Psai(o)s 81,,,Legal,Legal,582-602,592.0,P.Köln 3.156,Aphrodito
Marinos 1,,Psai(o)s 81,,,Legal,Legal,582-602,592.0,P.Köln 3.156,?
Pet.[ 1,,Psai(o)s 81,,,Legal,Legal,582-602,592.0,P.Köln 3.156,Aphrodito
Theodoros 23,Aristocrat/Government Officials,Psai(o)s 81,,,Legal,Legal,582-602,592.0,P.Köln 3.156,?
Ioudith 1,Farm worker,Christophoros 4A,,46,Financial,Financial,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Ko(n)stantinos 11,,Christophoros 4A,,46,Legal,Legal,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Senouthes 31,,Christophoros 4A,,46,Legal,Legal,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Sunterichos 1,,Christophoros 4A,,46,Legal,Legal,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Theodoros 24,Farm worker,Christophoros 4A,,46,Legal,Legal,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Dau(e)id 17,,Ioudith 1,Farm worker,46,Legal,Legal,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Ko(n)stantinos 11,,Ioudith 1,Farm worker,46,Legal,Legal,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Senouthes 31,,Ioudith 1,Farm worker,46,Legal,Legal,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Sunterichos 1,,Ioudith 1,Farm worker,46,Legal,Legal,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Theodoros 24,Farm worker,Ioudith 1,Farm worker,46,Legal,Legal,585/586 or 600/601,588.0,P.Mich. 13.664,Aphrodito
Papnouthis 21,Aristocrat/Government Officials,Anonymous 157,,,Lease,Lease,587/588,587.0,P.Stras.gr.inv. 1633,Aphrodito
Sophia 13,,Anonymous 157,,,Lease,Lease,587/588,587.0,P.Stras.gr.inv. 1633,Aphrodito
Anonymous 157,,Papnouthis 21,Aristocrat/Government Officials,,Lease,Lease,587/588,587.0,P.Stras.gr.inv. 1633,Aphrodito
Sophia 13,,Papnouthis 21,Aristocrat/Government Officials,,Lease,Lease,587/588,587.0,P.Stras.gr.inv. 1633,Aphrodito
Iakob 5,Commoner,Enoch 34,,54,Financial,Financial,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Theodoros 27,,Enoch 34,,54,Financial,Financial,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Enoch 34,,Iakob 5,Commoner,54,Financial,Financial,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Theodoros 27,,Iakob 5,Commoner,54,Financial,Financial,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Theodoros 27,,Kollouthos 65,,54,Financial,Financial-Ancestral,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Enoch 34,,Maria 43,,54,Financial,Financial,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Iakob 5,Commoner,Maria 43,,54,Financial,Financial,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Theodoros 27,,Maria 43,,54,Financial,Financial,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Antaiopolis
Andreas 20,,Enoch 34,,54,Legal,Legal,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Andreas 20,,Iakob 5,Commoner,54,Legal,Legal,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Andreas 20,,Kollouthos 65,,54,Legal,Legal-Ancestral,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Andreas 20,,Maria 43,,54,Legal,Legal,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Andreas 20,,Theodoros 27,,54,Legal,Legal,613-641,627.0,SB 18.13320 (= P.Mich. 13.665 + a privately held papyrus),Aphrodito
Kollouthos 66,,Anastasia 4,Craftsman,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Markos 4,Aristocrat/Government Officials,Anastasia 4,Craftsman,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Thaumaste 2,Farm worker,Anastasia 5,,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Anastasia 5,,Kollouthos 66,,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Markos 4,Aristocrat/Government Officials,Kollouthos 66,,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Thaumaste 2,Farm worker,Kollouthos 66,,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Anastasia 5,,Markos 4,Aristocrat/Government Officials,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Kollouthos 66,,Markos 4,Aristocrat/Government Officials,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Thaumaste 2,Farm worker,Markos 4,Aristocrat/Government Officials,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Anastasia 5,,Thaumaste 2,Farm worker,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Kollouthos 66,,Thaumaste 2,Farm worker,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Markos 4,Aristocrat/Government Officials,Thaumaste 2,Farm worker,,Financial (Land),Financial (Land),647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Georgios 27,,Kollouthos 64,,44,Lease,Lease,647/648,647.0,P.Mich. 13.666,Constantinople
Kollouthos 63,,Kollouthos 64,,44,Lease,Lease,647/648,647.0,P.Mich. 13.666,Constantinople
Psates 21,,Kollouthos 64,,44,Lease,Lease,647/648,647.0,P.Mich. 13.666,Constantinople
Georgios 27,,Menas 72,,44,Lease,Lease,647/648,647.0,P.Mich. 13.666,Constantinople
Kollouthos 63,,Menas 72,,44,Lease,Lease,647/648,647.0,P.Mich. 13.666,Constantinople
Kollouthos 64,,Menas 72,,44,Lease,Lease,647/648,647.0,P.Mich. 13.666,Constantinople
Psates 21,,Menas 72,,44,Lease,Lease,647/648,647.0,P.Mich. 13.666,Constantinople
Anastasios 7,,Anastasia 4,Craftsman,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Apa Rasios 1,,Anastasia 4,Craftsman,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Georgios 30,,Anastasia 4,Craftsman,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Pahom 1,,Anastasia 5,,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Anastasios 7,,Kollouthos 66,,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Apa Rasios 1,,Kollouthos 66,,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Georgios 30,,Kollouthos 66,,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Anastasios 7,,Markos 4,Aristocrat/Government Officials,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Apa Rasios 1,,Markos 4,Aristocrat/Government Officials,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Georgios 30,,Markos 4,Aristocrat/Government Officials,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Anastasios 7,,Thaumaste 2,Farm worker,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Apa Rasios 1,,Thaumaste 2,Farm worker,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Georgios 30,,Thaumaste 2,Farm worker,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Pahom 1,,Thaumaste 2,Farm worker,,Legal,Legal,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Kolothi 1,,Kollouthos 66,,,Legal Participant,Legal Participant,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Kolothi 1,,Markos 4,Aristocrat/Government Officials,,Legal Participant,Legal Participant,647/648,647.0,SB 26.16647 & Enchoria 26 (2000) 1-19,Aphrodito
Kosmas 6,,Thekla 13,,,Acquaints,Acquaints,6th / 7th c.,,SB 24.15958,Aphrodito
Kosmas 6,,Theodora 2,Domestic Worker,,Acquaints,Acquaints,6th / 7th c.,,SB 24.15958,Aphrodito
Thekla 13,,Theodora 2,Domestic Worker,,Acquaints,Acquaints,6th / 7th c.,,SB 24.15958,Aphrodito
ADD Anonymous (SB 24.16125),Aristocrat/Government Officials,Phoibammon 163,,,Legal,Legal,6th / 7th c.,,SB 24.16125,Aphrodito
Apollos 1,Aristocrat/Government Officials,Ammonios 1,,,Acquaints,Acquaints,6th c.,,P.Cair. SR 3733(2) = Pap.Congr. 22.481-482,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Ammonios 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67200,Aphrodito
Kuriakos 4,,Ammonios 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67200,Aphrodito
Ioannes 23,Craftsman,Anonymi 3,Farm worker,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67072,Aphrodito
Kollouthos 43,,Anonymous 111,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67061,Aphrodito
Menas 13,,Anonymous 135,,,Acquaints,Acquaints,6th c.,,P.Lond. 5.1682,Aphrodito
Anonymous 5,,Anonymous 6,,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Antinoopolis
Anonymous 111,,Apollos 129,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67061,Aphrodito
Ammonios 2,,Apollos 2,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Ioannes 54,,Apollos 96,,,Acquaints,Acquaints,6th c.,,SB 20.14119,Aphrodito
Apollos 96,,Christodoros 2,,,Acquaints,Acquaints,6th c.,,SB 20.14119,Aphrodito
Ioannes 54,,Christodoros 2,,,Acquaints,Acquaints,6th c.,,SB 20.14119,Aphrodito
Ammonios 2,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Apollos 2,Aristocrat/Government Officials,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Athanasios 4,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Aphrod.Lit. 4.3,Aphrodito
Kuriakos 4,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67200,Aphrodito
Anastasios 1,,Dioskoros 5,Commoner,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67066,Aphrodito
Phoibammon 15,,Disokoros 3,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67068,Aphrodito
Apollos 1,Aristocrat/Government Officials,Enoch 1,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair. SR 3733(2) = Pap.Congr. 22.481-482,Aphrodito
Anonymi 5,,Eulogios 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67076,Aphrodito
Ammonios 1,,Herakl(e)ios 2,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67200,Aphrodito
Anonymous 27,,Hermogenes 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67202,Aphrodito
Anonymous 5,,Horouogchi(o)s 1,,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Aphrodito
Anonymous 6,,Horouogchi(o)s 1,,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Aphrodito
Apollos 129,Aristocrat/Government Officials,Ioannes 189,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67073,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Ioannes 189,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67073,Aphrodito
Ammonios 2,,Ioannes 22,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Apollos 2,Aristocrat/Government Officials,Ioannes 22,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Ioannes 22,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Anonymi 5,,Ioannes 24,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67076,Aphrodito
Eulogios 1,,Ioannes 24,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67076,Aphrodito
Phoibammon 38,,Isidoros 1,,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 8 = SB .16.12256,Aphrodito
Apollos 97,Soldier,Kollouthos 10,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67203,Aphrodito
Apollos 129,Aristocrat/Government Officials,Kollouthos 43,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67061,Aphrodito
Anonymous 135,,Menas 13,,,Acquaints,Acquaints,6th c.,,P.Lond. 5.1682,Aphrodito
Anonymous 5,,Mousaios 2,,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Aphrodito
Anonymous 6,,Mousaios 2,,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Aphrodito
Horouogchi(o)s 1,,Mousaios 2,,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Aphrodito
Ammonios 2,,Phoibammon 16,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Apollos 2,Aristocrat/Government Officials,Phoibammon 16,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Phoibammon 16,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Ioannes 22,,Phoibammon 16,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 1.67069,Aphrodito
Anonymous 5,,Phoibammon 37,Commoner,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Aphrodito
Anonymous 6,,Phoibammon 37,Commoner,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Aphrodito
Horouogchi(o)s 1,,Phoibammon 37,Commoner,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Aphrodito
Mousaios 2,,Phoibammon 37,Commoner,,Acquaints,Acquaints,6th c.,,P.Vat.Aphrod. 18,Aphrodito
Ioannes 15,,Sarapion 2,,,Acquaints,Acquaints,6th c.,,"Pap.Congr. 22, 482-483",Aphrodito
Apollos 1,Aristocrat/Government Officials,Senouthes 1,Commoner,,Acquaints,Acquaints,6th c.,,P.Cair. SR 3733(2) = Pap.Congr. 22.481-482,Aphrodito
Apollos 1,Aristocrat/Government Officials,Senouthes 4,,,Acquaints,Acquaints,6th c.,,P.Cair. SR 3733(2) = Pap.Congr. 22.481-482,Aphrodito
Ioannes 15,,Termoute 1,,,Acquaints,Acquaints,6th c.,,"Pap.Congr. 22, 482-483",Aphrodito
Sarapion 2,,Termoute 1,,,Acquaints,Acquaints,6th c.,,"Pap.Congr. 22, 482-483",Aphrodito
Psaihaite/ Pshaihaite/ Pshaiaite 1,,].tou 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Dioskoros 27,,]phes 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Patpios 2,,Beskouis 5,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Tkouikouis 1,,Beskouis 5,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Mousaios 42,,Dioskoros 24,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
]phes 1,,Dioskoros 27,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Herma(o)(u)os 81,,Dioskoros 27,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Dioskoros 24,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Dioskoros 27,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Ieremias 14,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Mousaios 39,Aristocrat/Government Officials,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Patpios 2,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Pilatos 1,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Psaihaite/ Pshaihaite/ Pshaiaite 1,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Psaihaite/ Pshaihaite/ Pshaiaite 1,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Tkouikouis 1,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Dioskoros 27,,Herma(o)(u)os 81,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Psaihaite/ Pshaihaite/ Pshaiaite 1,,Herma(o)(u)os 81,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Psaihaite/ Pshaihaite/ Pshaiaite 1,,Ioannes 137,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Psaihaite/ Pshaihaite/ Pshaiaite 1,,Megas 9,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Kollouthos 20,Commoner,Mesmouis 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Dioskoros 24,,Mousaios 43,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Mousaios 39,Aristocrat/Government Officials,Pacheous 1,,,Acquaints,Acquaints-Ancestral,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Psaihaite/ Pshaihaite/ Pshaiaite 1,,Paphes 1,Commoner,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Herakl(e)ios 24,,Papho 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Tkouikouis 1,,Patpios 2,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Pilatos 1,,Pikau 2,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Pikau 2,,Pilatos 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Paphes 1,Commoner,Psaihaite/ Pshaihaite/ Pshaiaite 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67144,Antinoopolis
Patpios 2,,Tkouikouis 1,,,Acquaints,Acquaints,6th c.,,P.Cair.Masp. 2.67143,Antinoopolis
Anonymous 1,,Anonymi 1,,,Financial,Financial,6th c.,,P.Mich. 13.673,Antinoopolis
Isak(i)(os) 11,Commoner,Anonymous 1,,,Financial,Financial,6th c.,,P.Mich. 13.673,Antinoopolis
Philemon 2,,Anonymous 132,,,Financial,Financial,6th c.,,P.Cair.Masp. 3.67313,Aphrodito
Biktor 1,,Anonymous 29,,2,Financial,Financial,6th c.,,P.Lond. 5.1700,Aphrodito
Anonymous 33,,Anonymous 32,,,Financial,Financial,6th c.,,P.Vat.Aphrod. 5,Aphrodito
Paulos 1,,Anonymous 32,,,Financial,Financial,6th c.,,P.Vat.Aphrod. 5,Aphrodito
Phoibammon 18,,Anouphi(o)s 3,Religious Personnel,34.5,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Aphrodito
Ammonios 1,,Apollos,,68,Financial,Financial,6th c.,,P.Cair.Masp. 1.67062,Aphrodito
Anonymous 132,,Besa(s) 1,,,Financial,Financial,6th c.,,P.Cair.Masp. 3.67313,Aphrodito
Philemon 2,,Besa(s) 1,,,Financial,Financial,6th c.,,P.Cair.Masp. 3.67313,Aphrodito
Anonymous 29,,Biktor 1,,2,Financial,Financial,6th c.,,P.Lond. 5.1700,Aphrodito
Anonymous 152,,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Anonymous 153,,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Biktor 225,,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Ioannes 237,Aristocrat/Government Officials,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Ioseph(i)(o)s 73,Religious Personnel,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Ko(n)stantinos 18,,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Menas 68,,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Phaustos 1,Religious Personnel,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Philotheos 1,,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
